"jahr","straftat","anzahl"
"2024","Störung der Glaubens- + Kultusfreiheit (Art. 261)",3
"2024","Gewaltdarstellungen (Art. 135)",3
"2024","Schreckung der Bevölkerung (Art. 258)",3
"2024","Fahrlässige Gefährdung (Art. 225)",2
"2024","Verabreichen gesundheitsgefährdender Stoffe an Kinder (Art. 136)",2
"2024","Sexuelle Nötigung (Art. 189)",2
"2024","Störung von Betrieben, die der Allgemeinheit dienen (Art. 239)",2
"2024","Störung des Totenfriedens (Art. 262)",2
"2024","Fahrlässige Tötung (Art. 117)",2
"2024","Unwahre Angaben über kaufmännische Gewerbe (Art. 152)",2
"2024","Verletzung der Fürsorge-/Erziehungspflicht (Art. 219)",1
"2024","In Umlaufsetzen falschen Geldes (Art. 242)",1
"2024","Landfriedensbruch (Art. 260)",1
"2024","Störung des öffentlichen Verkehrs (Art. 237)",1
"2024","Gefährdung durch Verletzung der Regeln der Baukunde (Art. 229)",1
"2024","Störung des Eisenbahnverkehrs (Art. 238)",1
"2024","Urkundenfälschung im Amt (Art. 317)",1
"2024","Verletzung des Post-/Fernmeldegeheimnisses (Art. 321ter)",1
"2024","Warenfälschung (Art. 155)",1
"2024","Nachmachen von Banknoten, Münzen oder amtlichen Wertzeichen ohne Fälschungsabsicht (Art. 243)",1
"2024","Unrechtmässige Verwendung von Vermögenswerten (Art. 141bis)",1
"2024","Verletzung des Fabrikations- oder Geschäftsgeheimnisses (Art. 162)",1
"2024","Unbefugtes Aufnehmen von Gesprächen (Art. 179ter)",1
"2024","Unbefugtes Beschaffen von Personendaten (Art. 179novies)",1
"2024","Inzest (Art. 213)",1
"2024","Gefährdung durch Sprengstoffe + giftige Gase in verbrecherischer Absicht (Art. 224)",1
"2024","Geldfälschung (Art. 240)",1
"2024","Missachtung eines Tätigkeitsverbots oder eines Kontakt- + Rayonverbots - bis 2015 Übertretung eines Berufsverbotes (Art. 294)",1
"2024","Begünstigung (Art. 305)",1
"2024","Verletzung des Berufsgeheimnisses (Art. 321)",1
"2024","Ungehorsam dritter Personen im Betreibungs-, Konkurs- + Nachlassverfahren (Art. 324)",1
"2024","Vernachlässigung von Unterhaltspflichten (Art. 217)",0
"2024","Unterlassung der Nothilfe (Art. 128)",0
"2024","Ausnützung der Notlage (Art. 193)",0
"2024","Verweisungsbruch (Art. 291)",0
"2024","Check- + Kreditkartenmissbrauch (Art. 148)",0
"2024","Unterdrückung von Urkunden (Art. 254)",0
"2024","Diskriminierung + Aufruf zu Hass - bis 2020 Rassendiskriminierung (Art. 261bis)",0
"2024","Unbefugtes Tragen der militärischen Uniform (Art. 331)",0
"2024","Verleitung/Beihilfe zum Selbstmord (Art. 115)",0
"2024","Aussetzung (Art. 127)",0
"2024","Unrechtmässige Entziehung von Energie (Art. 142)",0
"2024","Wucher (Art. 157)",0
"2024","Missbrauch von Lohnabzügen (Art. 159)",0
"2024","Bevorzugung eines Gläubigers (Art. 167)",0
"2024","Abhören + Aufnehmen fremder Gespräche (Art. 179bis)",0
"2024","Erschwerende Umstände (Art. 184)",0
"2024","Geiselnahme (Art. 185)",0
"2024","Sexuelle Handlungen mit Abhängigen (Art. 188)",0
"2024","Förderung der Prostitution (Art. 195)",0
"2024","Entziehen von Minderjährigen (Art. 220)",0
"2024","Verursachung einer Explosion (Art. 223)",0
"2024","Verursachen Überschwemmung/Einsturz (Art. 227)",0
"2024","Beseitigung/Nichtanbringung von Sicherheitsvorrichtungen (Art. 230)",0
"2024","Verbreiten menschlicher Krankheiten (Art. 231)",0
"2024","Verunreinigung von Trinkwasser (Art. 234)",0
"2024","Einführen, Erwerben, Lagern falschen Geldes (Art. 244)",0
"2024","Fälschung amtlicher Wertzeichen (Art. 245)",0
"2024","Öffentliche Aufforderung zu Verbrechen oder zur Gewalttätigkeit (Art. 259)",0
"2024","Strafbare Vorbereitungshandlungen (260bis)",0
"2024","Kriminelle + terroristische Organisationen - bis 2021 Kriminelle Organisation (Art. 260ter)",0
"2024","Gefährdung der öffentlichen Sicherheit mit Waffen (Art. 260quater)",0
"2024","Angriffe auf die verfassungsmässige Ordnung (Art. 275)",0
"2024","Störung des Militärdienstes (Art. 278)",0
"2024","Störung/Hinderung von Wahlen/Abstimmungen (Art. 279)",0
"2024","Wahlfälschung (Art. 282)",0
"2024","Bruch amtlicher Beschlagnahme (Art. 289)",0
"2024","Siegelbruch (Art. 290)",0
"2024","Mangelnde Sorgfalt bei Finanzgeschäften + Melderecht (Art. 305ter)",0
"2024","Falsche Beweisaussage der Partei (Art. 306)",0
"2024","Falsches Zeugnis/Gutachten/falsche Übersetzung (Art. 307)",0
"2024","Befreiung von Gefangenen (Art. 310)",0
"2024","Amtsmissbrauch (Art. 312)",0
"2024","Ungetreue Amtsführung (Art. 314)",0
"2024","Entweichenlassen von Gefangenen (Art. 319)",0
"2024","Verletzung des Amtsgeheimnisses (Art. 320)",0
"2024","Passive Bestechung schweizerischer Amtsträger (Art. 322quater)",0
"2024","Vorteilsannahme (Art. 322sexies)",0
"2024","Übertretung firmen- + namensrechtlicher Bestimmungen (Art. 326ter)",0
